Operation,Run,Time (seconds)
Decode,1154,4.25ms
Encode,1154,1.05ms
Decode,1154,4.80ms
Decode,1155,4.61ms
Encode,1155,1.04ms
Decode,1155,4.06ms
Decode,1156,41.27ms
Encode,1156,1.00ms
Decode,1156,5.06ms
Decode,1157,5.12ms
Encode,1157,957.54µs
Decode,1157,4.21ms
Decode,1158,3.77ms
Encode,1158,917.96µs
Decode,1158,4.08ms
Decode,1159,3.83ms
Encode,1159,855.50µs
Decode,1159,3.93ms
Decode,1160,3.79ms
Encode,1160,987.21µs
Decode,1160,3.75ms
Decode,1161,3.87ms
Encode,1161,875.42µs
Decode,1161,3.66ms
Decode,1162,3.98ms
Encode,1162,868.17µs
Decode,1162,3.67ms
Decode,1163,4.06ms
Encode,1163,831.33µs
Decode,1163,4.09ms
Decode,1164,3.70ms
Encode,1164,972.83µs
Decode,1164,4.13ms
Decode,1165,3.71ms
Encode,1165,888.67µs
Decode,1165,3.94ms
Decode,1166,3.56ms
Encode,1166,876.00µs
Decode,1166,3.67ms
Decode,1167,3.54ms
Encode,1167,888.29µs
Decode,1167,3.86ms
Decode,1168,4.34ms
Encode,1168,1.03ms
Decode,1168,3.85ms
Decode,1169,3.73ms
Encode,1169,851.54µs
Decode,1169,3.43ms
Decode,1170,3.91ms
Encode,1170,898.17µs
Decode,1170,3.96ms
Decode,1171,3.64ms
Encode,1171,903.33µs
Decode,1171,3.68ms
Decode,1172,3.77ms
Encode,1172,913.63µs
Decode,1172,4.21ms
Decode,1173,3.87ms
Encode,1173,844.29µs
Decode,1173,4.06ms
Decode,1174,3.53ms
Encode,1174,861.54µs
Decode,1174,4.47ms
Decode,1175,3.54ms
Encode,1175,861.21µs
Decode,1175,4.69ms
Decode,1176,3.85ms
Encode,1176,887.92µs
Decode,1176,3.89ms
Decode,1177,3.78ms
Encode,1177,889.42µs
Decode,1177,3.63ms
Decode,1178,3.87ms
Encode,1178,797.33µs
Decode,1178,3.62ms
Decode,1179,3.66ms
Encode,1179,899.08µs
Decode,1179,4.29ms
Decode,1180,3.93ms
Encode,1180,920.67µs
Decode,1180,3.86ms
Decode,1181,3.50ms
Encode,1181,861.38µs
Decode,1181,3.93ms
Decode,1182,3.93ms
Encode,1182,968.67µs
Decode,1182,4.14ms
Decode,1183,3.78ms
Encode,1183,821.96µs
Decode,1183,4.04ms
Decode,1184,3.79ms
Encode,1184,816.54µs
Decode,1184,4.08ms
Decode,1185,3.83ms
Encode,1185,775.29µs
Decode,1185,4.02ms
Decode,1186,3.45ms
Encode,1186,824.13µs
Decode,1186,3.88ms
Decode,1187,3.60ms
Encode,1187,2.97ms
Decode,1187,27.14ms
Decode,1188,7.17ms
Encode,1188,953.21µs
Decode,1188,3.64ms
Decode,1189,4.03ms
Encode,1189,867.42µs
Decode,1189,3.45ms
Decode,1190,3.81ms
Encode,1190,924.63µs
Decode,1190,4.23ms
Decode,1191,3.70ms
Encode,1191,859.21µs
Decode,1191,3.91ms
Decode,1192,3.52ms
Encode,1192,875.42µs
Decode,1192,3.94ms
Decode,1193,3.50ms
Encode,1193,846.46µs
Decode,1193,3.82ms
Decode,1194,3.72ms
Encode,1194,1.05ms
Decode,1194,3.63ms
Decode,1195,4.13ms
Encode,1195,872.88µs
Decode,1195,3.59ms
Decode,1196,4.08ms
Encode,1196,906.17µs
Decode,1196,3.69ms
Decode,1197,3.94ms
Encode,1197,952.46µs
Decode,1197,4.00ms
Decode,1198,3.92ms
Encode,1198,887.00µs
Decode,1198,4.11ms
Decode,1199,3.92ms
Encode,1199,834.25µs
Decode,1199,3.92ms
Decode,1200,3.51ms
Encode,1200,828.00µs
Decode,1200,3.53ms
Decode,1201,3.51ms
Encode,1201,998.17µs
Decode,1201,3.87ms
Decode,1202,3.68ms
Encode,1202,970.67µs
Decode,1202,3.94ms
Decode,1203,3.85ms
Encode,1203,786.46µs
Decode,1203,4.12ms
Decode,1204,3.75ms
Encode,1204,837.04µs
Decode,1204,3.93ms
Decode,1205,3.76ms
Encode,1205,939.67µs
Decode,1205,4.15ms
Decode,1206,3.91ms
Encode,1206,865.58µs
Decode,1206,4.15ms
Decode,1207,3.77ms
Encode,1207,1.10ms
Decode,1207,4.12ms
Decode,1208,4.31ms
Encode,1208,1.31ms
Decode,1208,5.16ms
Decode,1209,5.39ms
Encode,1209,1.00ms
Decode,1209,3.99ms
Decode,1210,4.33ms
Encode,1210,1.14ms
Decode,1210,4.46ms
Decode,1211,3.99ms
Encode,1211,928.79µs
Decode,1211,4.11ms
Decode,1212,3.92ms
Encode,1212,895.54µs
Decode,1212,4.41ms
Decode,1213,3.45ms
Encode,1213,845.75µs
Decode,1213,3.96ms
Decode,1214,3.41ms
Encode,1214,810.25µs
Decode,1214,3.99ms
Decode,1215,3.44ms
Encode,1215,789.33µs
Decode,1215,4.07ms
Decode,1216,3.74ms
Encode,1216,851.38µs
Decode,1216,3.93ms
Decode,1217,3.77ms
Encode,1217,845.38µs
Decode,1217,3.85ms
Decode,1218,4.12ms
Encode,1218,924.71µs
Decode,1218,3.78ms
Decode,1219,3.52ms
Encode,1219,807.25µs
Decode,1219,3.50ms
Decode,1220,3.80ms
Encode,1220,1.10ms
Decode,1220,4.05ms
Decode,1221,3.64ms
Encode,1221,870.88µs
Decode,1221,3.82ms
Decode,1222,3.79ms
Encode,1222,895.29µs
Decode,1222,3.94ms
Decode,1223,4.05ms
Encode,1223,1.03ms
Decode,1223,3.63ms
Decode,1224,3.72ms
Encode,1224,837.88µs
Decode,1224,3.54ms
Decode,1225,4.13ms
Encode,1225,864.96µs
Decode,1225,3.75ms
Decode,1226,3.54ms
Encode,1226,1.03ms
Decode,1226,3.91ms
Decode,1227,3.89ms
Encode,1227,928.46µs
Decode,1227,3.76ms
Decode,1228,3.77ms
Encode,1228,923.33µs
Decode,1228,3.66ms
Decode,1229,4.03ms
Encode,1229,808.21µs
Decode,1229,3.52ms
Decode,1230,3.71ms
Encode,1230,864.17µs
Decode,1230,3.93ms
Decode,1231,3.49ms
Encode,1231,855.58µs
Decode,1231,3.47ms
Decode,1232,3.32ms
Encode,1232,1.09ms
Decode,1232,4.10ms
Decode,1233,3.51ms
Encode,1233,935.38µs
Decode,1233,4.29ms
Decode,1234,4.35ms
Encode,1234,1.00ms
Decode,1234,4.13ms
Decode,1235,4.75ms
Encode,1235,948.50µs
Decode,1235,3.99ms
Decode,1236,3.47ms
Encode,1236,793.75µs
Decode,1236,4.02ms
Decode,1237,3.54ms
Encode,1237,1.02ms
Decode,1237,4.38ms
Decode,1238,3.78ms
Encode,1238,927.50µs
Decode,1238,4.12ms
Decode,1239,3.43ms
Encode,1239,812.29µs
Decode,1239,4.03ms
Decode,1240,4.23ms
Encode,1240,972.13µs
Decode,1240,4.00ms
Decode,1241,3.66ms
Encode,1241,891.71µs
Decode,1241,4.80ms
Decode,1242,4.32ms
Encode,1242,1.11ms
Decode,1242,3.66ms
Decode,1243,4.19ms
Encode,1243,939.46µs
Decode,1243,3.97ms
Decode,1244,3.76ms
Encode,1244,1.25ms
Decode,1244,4.53ms
Decode,1245,4.93ms
Encode,1245,1.06ms
Decode,1245,4.13ms
Decode,1246,4.04ms
Encode,1246,921.79µs
Decode,1246,4.66ms
Decode,1247,4.68ms
Encode,1247,1.04ms
Decode,1247,4.64ms
Decode,1248,4.59ms
Encode,1248,1.08ms
Decode,1248,4.96ms
Decode,1249,3.86ms
Encode,1249,1.00ms
Decode,1249,4.68ms
Decode,1250,4.15ms
Encode,1250,1.08ms
Decode,1250,4.32ms
Decode,1251,4.65ms
Encode,1251,883.21µs
Decode,1251,4.82ms
Decode,1252,3.92ms
Encode,1252,1.05ms
Decode,1252,4.49ms
Decode,1253,3.96ms
Encode,1253,1.27ms
Decode,1253,4.45ms
Decode,1254,8.13ms
Encode,1254,1.17ms
Decode,1254,5.65ms
Decode,1255,5.53ms
Encode,1255,1.10ms
Decode,1255,4.71ms
Decode,1256,4.26ms
Encode,1256,984.17µs
Decode,1256,5.21ms
Decode,1257,4.16ms
Encode,1257,1.43ms
Decode,1257,3.78ms
Decode,1258,3.96ms
Encode,1258,984.17µs
Decode,1258,3.75ms
Decode,1259,4.29ms
Encode,1259,862.67µs
Decode,1259,4.36ms
Decode,1260,3.68ms
Encode,1260,909.04µs
Decode,1260,4.20ms
Decode,1261,4.17ms
Encode,1261,998.33µs
Decode,1261,3.71ms
Decode,1262,4.64ms
Encode,1262,1.10ms
Decode,1262,3.63ms
Decode,1263,3.89ms
Encode,1263,989.04µs
Decode,1263,3.70ms
Decode,1264,4.41ms
Encode,1264,1.03ms
Decode,1264,4.36ms
Decode,1265,4.35ms
Encode,1265,949.00µs
Decode,1265,4.14ms
Decode,1266,4.19ms
Encode,1266,1.10ms
Decode,1266,4.89ms
Decode,1267,4.79ms
Encode,1267,1.12ms
Decode,1267,4.96ms
Decode,1268,3.56ms
Encode,1268,994.17µs
Decode,1268,4.55ms
Decode,1269,3.97ms
Encode,1269,1.08ms
Decode,1269,4.45ms
Decode,1270,4.36ms
Encode,1270,929.38µs
Decode,1270,4.74ms
Decode,1271,4.25ms
Encode,1271,1.14ms
Decode,1271,4.36ms
Decode,1272,3.62ms
Encode,1272,906.33µs
Decode,1272,4.32ms
Decode,1273,3.71ms
Encode,1273,1.17ms
Decode,1273,4.78ms
Decode,1274,4.69ms
Encode,1274,1.07ms
Decode,1274,4.20ms
Decode,1275,4.30ms
Encode,1275,927.88µs
Decode,1275,4.61ms
Decode,1276,3.94ms
Encode,1276,1.10ms
Decode,1276,4.74ms
Decode,1277,4.96ms
Encode,1277,958.96µs
Decode,1277,4.75ms
Decode,1278,4.12ms
Encode,1278,1.23ms
Decode,1278,4.32ms
Decode,1279,3.91ms
Encode,1279,1.08ms
Decode,1279,4.74ms
Decode,1280,4.33ms
Encode,1280,1.01ms
Decode,1280,4.44ms
Decode,1281,3.80ms
Encode,1281,884.46µs
Decode,1281,3.68ms
Decode,1282,3.56ms
Encode,1282,851.33µs
Decode,1282,4.60ms
Decode,1283,3.54ms
Encode,1283,969.67µs
Decode,1283,4.62ms
Decode,1284,4.42ms
Encode,1284,1.12ms
Decode,1284,3.76ms
Decode,1285,3.69ms
Encode,1285,1.04ms
Decode,1285,4.23ms
Decode,1286,4.22ms
Encode,1286,897.08µs
Decode,1286,4.29ms
Decode,1287,4.22ms
Encode,1287,993.46µs
Decode,1287,4.77ms
Decode,1288,4.45ms
Encode,1288,1.14ms
Decode,1288,4.30ms
Decode,1289,13.61ms
Encode,1289,7.12ms
Decode,1289,26.37ms
Decode,1290,7.15ms
Encode,1290,900.71µs
Decode,1290,4.83ms
Decode,1291,4.31ms
Encode,1291,952.63µs
Decode,1291,4.02ms
Decode,1292,5.02ms
Encode,1292,1.15ms
Decode,1292,3.86ms
Decode,1293,4.79ms
Encode,1293,1.11ms
Decode,1293,4.66ms
Decode,1294,4.05ms
Encode,1294,911.88µs
Decode,1294,4.94ms
Decode,1295,4.85ms
Encode,1295,1.06ms
Decode,1295,4.44ms
Decode,1296,4.65ms
Encode,1296,999.83µs
Decode,1296,4.38ms
Decode,1297,4.06ms
Encode,1297,872.96µs
Decode,1297,5.42ms
Decode,1298,4.81ms
Encode,1298,1.12ms
Decode,1298,3.63ms
Decode,1299,4.30ms
Encode,1299,970.67µs
Decode,1299,4.07ms
Decode,1300,3.74ms
Encode,1300,905.50µs
Decode,1300,4.99ms
Decode,1301,4.20ms
Encode,1301,1.19ms
Decode,1301,4.51ms
Decode,1302,4.55ms
Encode,1302,907.21µs
Decode,1302,3.76ms
Decode,1303,4.49ms
Encode,1303,952.08µs
Decode,1303,4.25ms
Decode,1304,4.17ms
Encode,1304,954.71µs
Decode,1304,5.10ms
Decode,1305,4.43ms
Encode,1305,936.67µs
Decode,1305,4.34ms
Decode,1306,4.06ms
Encode,1306,888.29µs
Decode,1306,3.75ms
Decode,1307,4.35ms
Encode,1307,975.08µs
Decode,1307,4.05ms
Decode,1308,4.46ms
Encode,1308,952.46µs
Decode,1308,4.34ms
Decode,1309,3.56ms
Encode,1309,1.07ms
Decode,1309,4.84ms
Decode,1310,4.22ms
Encode,1310,937.13µs
Decode,1310,3.87ms
Decode,1311,4.84ms
Encode,1311,908.21µs
Decode,1311,4.90ms
Decode,1312,3.55ms
Encode,1312,1.01ms
Decode,1312,4.15ms
Decode,1313,4.70ms
Encode,1313,989.92µs
Decode,1313,3.62ms
Decode,1314,4.14ms
Encode,1314,964.38µs
Decode,1314,3.71ms
Decode,1315,4.13ms
Encode,1315,1.21ms
Decode,1315,4.34ms
Decode,1316,3.94ms
Encode,1316,961.42µs
Decode,1316,4.78ms
Decode,1317,3.57ms
Encode,1317,991.88µs
Decode,1317,5.38ms
Decode,1318,4.82ms
Encode,1318,1.16ms
Decode,1318,4.46ms
Decode,1319,4.14ms
Encode,1319,977.08µs
Decode,1319,4.27ms
Decode,1320,4.26ms
Encode,1320,1.01ms
Decode,1320,4.59ms
Decode,1321,4.20ms
Encode,1321,984.08µs
Decode,1321,4.89ms
Decode,1322,5.23ms
Encode,1322,934.21µs
Decode,1322,4.39ms
Decode,1323,3.50ms
Encode,1323,985.92µs
Decode,1323,3.76ms
Decode,1324,4.44ms
Encode,1324,1.02ms
Decode,1324,4.05ms
Decode,1325,4.43ms
Encode,1325,940.75µs
Decode,1325,3.93ms
Decode,1326,4.02ms
Encode,1326,931.29µs
Decode,1326,4.91ms
Decode,1327,3.58ms
Encode,1327,855.08µs
Decode,1327,5.37ms
Decode,1328,4.62ms
Encode,1328,1.02ms
Decode,1328,3.72ms
Decode,1329,4.69ms
Encode,1329,877.75µs
Decode,1329,4.70ms
Decode,1330,4.35ms
Encode,1330,1.54ms
Decode,1330,4.19ms
Decode,1331,5.35ms
Encode,1331,1.13ms
Decode,1331,5.53ms
Decode,1332,4.73ms
Encode,1332,1.26ms
Decode,1332,5.02ms
Decode,1333,6.09ms
Encode,1333,1.09ms
Decode,1333,6.35ms
Decode,1334,7.59ms
Encode,1334,1.82ms
Decode,1334,6.69ms
Decode,1335,10.50ms
Encode,1335,1.48ms
Decode,1335,6.76ms
Decode,1336,5.65ms
Encode,1336,1.19ms
Decode,1336,6.32ms
Decode,1337,7.06ms
Encode,1337,937.08µs
Decode,1337,6.51ms
Decode,1338,6.90ms
Encode,1338,1.33ms
Decode,1338,5.79ms
Decode,1339,5.11ms
Encode,1339,1.16ms
Decode,1339,5.11ms
Decode,1340,5.11ms
Encode,1340,1.06ms
Decode,1340,4.57ms
Decode,1341,4.66ms
Encode,1341,953.67µs
Decode,1341,5.16ms
Decode,1342,5.11ms
Encode,1342,1.06ms
Decode,1342,4.33ms
Decode,1343,4.97ms
Encode,1343,1.34ms
Encode,1344,962.42µs
Decode,1344,4.72ms
Decode,1345,3.86ms
Encode,1345,965.88µs
Decode,1345,5.48ms
Decode,1346,6.37ms
Encode,1346,1.61ms
Decode,1346,9.01ms
Decode,1347,7.47ms
Encode,1347,993.00µs
Decode,1347,5.91ms
Decode,1348,6.08ms
Encode,1348,1.36ms
Decode,1348,6.20ms
Decode,1349,4.46ms
Encode,1349,1.45ms
Decode,1349,4.16ms
Decode,1350,5.79ms
Encode,1350,920.33µs
Decode,1350,4.51ms
Decode,1351,4.37ms
Encode,1351,891.88µs
Decode,1351,4.92ms
Decode,1352,4.14ms
Encode,1352,920.96µs
Decode,1352,4.11ms
Decode,1353,4.61ms
Encode,1353,913.58µs
Decode,1353,5.18ms
Decode,1354,4.71ms
Encode,1354,922.13µs
Decode,1354,4.09ms
Decode,1355,3.49ms
Encode,1355,824.83µs
Decode,1355,3.88ms
Decode,1356,3.56ms
Encode,1356,897.75µs
Decode,1356,4.24ms
Decode,1357,4.32ms
Encode,1357,1.00ms
Decode,1357,4.51ms
Decode,1358,3.78ms
Encode,1358,888.42µs
Decode,1358,3.94ms
Decode,1359,3.45ms
Encode,1359,801.83µs
Decode,1359,4.03ms
Decode,1360,3.84ms
Encode,1360,863.88µs
Decode,1360,4.20ms
Decode,1361,3.89ms
Encode,1361,1.06ms
Decode,1361,3.94ms
Decode,1362,3.76ms
Encode,1362,1.09ms
Decode,1362,3.65ms
Decode,1363,3.55ms
Encode,1363,895.04µs
Decode,1363,3.80ms
Decode,1364,3.85ms
Encode,1364,1.06ms
Decode,1364,3.71ms
Decode,1365,3.82ms
Encode,1365,966.46µs
Decode,1365,3.94ms
Decode,1366,3.45ms
Encode,1366,881.42µs
Decode,1366,4.16ms
Decode,1367,3.78ms
Encode,1367,880.21µs
Decode,1367,3.77ms
Decode,1368,3.89ms
Encode,1368,1.01ms
Decode,1368,3.79ms
Decode,1369,3.96ms
Encode,1369,951.88µs
Decode,1369,3.63ms
Decode,1370,4.00ms
Encode,1370,889.21µs
Decode,1370,3.79ms
Decode,1371,3.80ms
Encode,1371,897.88µs
Decode,1371,4.10ms
Decode,1372,3.53ms
Encode,1372,1.06ms
Decode,1372,4.32ms
Decode,1373,4.02ms
Encode,1373,916.96µs
Decode,1373,4.01ms
Decode,1374,3.72ms
Encode,1374,940.96µs
Decode,1374,3.94ms
Decode,1375,4.07ms
Encode,1375,883.13µs
Decode,1375,3.91ms
Decode,1376,3.94ms
Encode,1376,946.63µs
Decode,1376,3.90ms
Decode,1377,3.97ms
Encode,1377,925.67µs
Decode,1377,3.85ms
Decode,1378,3.71ms
Encode,1378,1.01ms
Decode,1378,4.02ms
Decode,1379,3.53ms
Encode,1379,820.04µs
Decode,1379,4.03ms
Decode,1380,3.73ms
Encode,1380,1.05ms
Decode,1380,4.36ms
Decode,1381,4.52ms
Encode,1381,1.19ms
Decode,1381,3.72ms
Decode,1382,4.11ms
Encode,1382,866.38µs
Decode,1382,3.89ms
Decode,1383,3.52ms
Encode,1383,897.54µs
Decode,1383,3.76ms
Decode,1384,3.64ms
Encode,1384,925.71µs
Decode,1384,3.91ms
Decode,1385,3.82ms
Encode,1385,1.00ms
Decode,1385,3.93ms
Decode,1386,3.51ms
Encode,1386,871.71µs
Decode,1386,3.95ms
Decode,1387,3.83ms
Encode,1387,995.67µs
Decode,1387,3.80ms
Decode,1388,3.80ms
Encode,1388,858.79µs
Decode,1388,3.75ms
Decode,1389,3.72ms
Encode,1389,949.83µs
Decode,1389,3.97ms
Decode,1390,3.58ms
Encode,1390,1.01ms
Decode,1390,4.02ms
Decode,1391,3.64ms
Encode,1391,839.04µs
Decode,1391,37.39ms
Decode,1392,6.12ms
Encode,1392,1.63ms
Decode,1392,4.58ms
Decode,1393,4.03ms
Encode,1393,971.58µs
Decode,1393,3.73ms
Decode,1394,3.57ms
Encode,1394,967.96µs
Decode,1394,4.01ms
Decode,1395,3.34ms
Encode,1395,800.67µs
Decode,1395,4.09ms
Decode,1396,3.37ms
Encode,1396,823.38µs
Decode,1396,3.90ms
Decode,1397,3.41ms
Encode,1397,808.58µs
Decode,1397,3.98ms
Decode,1398,3.70ms
Encode,1398,868.96µs
Decode,1398,4.05ms
Decode,1399,3.64ms
Encode,1399,995.58µs
Decode,1399,3.72ms
Decode,1400,3.85ms
Encode,1400,799.42µs
Decode,1400,4.14ms
Decode,1401,3.77ms
Encode,1401,863.83µs
Decode,1401,3.91ms
Decode,1402,3.73ms
Encode,1402,841.71µs
Decode,1402,3.82ms
Decode,1403,4.13ms
Encode,1403,1.03ms
Decode,1403,4.05ms
Decode,1404,3.93ms
Encode,1404,961.50µs
Decode,1404,4.21ms
Decode,1405,3.66ms
Encode,1405,952.79µs
Decode,1405,4.16ms
Decode,1406,3.94ms
Encode,1406,1.06ms
Decode,1406,3.83ms
Decode,1407,3.62ms
Encode,1407,947.21µs
Decode,1407,3.78ms
Decode,1408,3.77ms
Encode,1408,936.63µs
Decode,1408,3.59ms
Decode,1409,3.90ms
Encode,1409,854.96µs
Decode,1409,3.95ms
Decode,1410,3.59ms
Encode,1410,873.13µs
Decode,1410,3.93ms
Decode,1411,3.74ms
Encode,1411,927.67µs
Decode,1411,3.93ms
Decode,1412,3.82ms
Encode,1412,925.79µs
Decode,1412,3.85ms
Decode,1413,3.70ms
Encode,1413,1.04ms
Decode,1413,3.74ms
Decode,1414,3.95ms
Encode,1414,1.05ms
Decode,1414,3.81ms
Decode,1415,3.84ms
Encode,1415,884.71µs
Decode,1415,3.99ms
Decode,1416,3.97ms
Encode,1416,1.01ms
Decode,1416,4.92ms
Decode,1417,5.19ms
Encode,1417,1.03ms
Decode,1417,4.21ms
Decode,1418,3.83ms
Encode,1418,945.67µs
Decode,1418,3.75ms
Decode,1419,4.29ms
Encode,1419,1.04ms
Decode,1419,4.59ms
Decode,1420,4.13ms
Encode,1420,931.46µs
Decode,1420,4.80ms
Decode,1421,3.94ms
Encode,1421,1.30ms
Decode,1421,5.57ms
Decode,1422,4.42ms
Encode,1422,1.83ms
Decode,1422,5.08ms
Decode,1423,4.43ms
Encode,1423,1.49ms
Decode,1423,3.88ms
Decode,1424,4.15ms
Encode,1424,960.58µs
Decode,1424,3.89ms
Decode,1425,3.68ms
Encode,1425,858.63µs
Decode,1425,4.18ms
Decode,1426,3.56ms
Encode,1426,809.96µs
Decode,1426,3.98ms
Decode,1427,3.46ms
Encode,1427,862.29µs
Decode,1427,3.82ms
Decode,1428,5.41ms
Encode,1428,1.03ms
Decode,1428,4.36ms
Decode,1429,4.02ms
Encode,1429,937.21µs
Decode,1429,3.94ms
Decode,1430,3.73ms
Encode,1430,839.63µs
Decode,1430,3.91ms
Decode,1431,3.94ms
Encode,1431,913.13µs
Decode,1431,4.08ms
Decode,1432,3.56ms
Encode,1432,903.96µs
Decode,1432,3.78ms
Decode,1433,3.59ms
Encode,1433,863.71µs
Decode,1433,4.00ms
Decode,1434,3.43ms
Encode,1434,857.71µs
Decode,1434,4.14ms
Decode,1435,3.61ms
Encode,1435,1.02ms
Decode,1435,4.18ms
Decode,1436,3.92ms
Encode,1436,998.63µs
Decode,1436,4.02ms
Decode,1437,4.10ms
Encode,1437,850.96µs
Decode,1437,4.18ms
Decode,1438,3.70ms
Encode,1438,799.42µs
Decode,1438,3.52ms
Decode,1439,3.73ms
Encode,1439,1.02ms
Decode,1439,3.90ms
Decode,1440,3.86ms
Encode,1440,908.83µs
Decode,1440,4.02ms
Decode,1441,3.45ms
Encode,1441,793.67µs
Decode,1441,3.88ms
Decode,1442,3.45ms
Encode,1442,928.71µs
Decode,1442,4.53ms
Decode,1443,3.99ms
Encode,1443,973.04µs
Decode,1443,4.33ms
Decode,1444,4.01ms
Encode,1444,1.02ms
Decode,1444,4.03ms
Decode,1445,3.72ms
Encode,1445,1.00ms
Decode,1445,4.35ms
Decode,1446,3.61ms
Encode,1446,790.17µs
Decode,1446,4.21ms
Decode,1447,3.83ms
Encode,1447,932.29µs
Decode,1447,3.95ms
Decode,1448,3.74ms
Encode,1448,913.63µs
Decode,1448,3.49ms
Decode,1449,3.97ms
Encode,1449,835.71µs
Decode,1449,3.57ms
Decode,1450,4.17ms
Encode,1450,934.71µs
Decode,1450,4.55ms
Decode,1451,3.99ms
Encode,1451,854.92µs
Decode,1451,4.69ms
Decode,1452,4.20ms
Encode,1452,1.32ms
Decode,1452,4.48ms
Decode,1453,4.69ms
Encode,1453,881.13µs
Decode,1453,5.35ms
Decode,1454,3.90ms
Encode,1454,931.17µs
Decode,1454,4.91ms
Decode,1455,4.59ms
Encode,1455,1.13ms
Decode,1455,5.32ms
Decode,1456,4.99ms
Encode,1456,1.10ms
Decode,1456,4.21ms
Decode,1457,4.68ms
Encode,1457,906.92µs
Decode,1457,4.87ms
Decode,1458,4.19ms
Encode,1458,998.83µs
Decode,1458,4.29ms
Decode,1459,4.42ms
Encode,1459,891.92µs
Decode,1459,4.15ms
Decode,1460,3.80ms
Encode,1460,1.02ms
Decode,1460,4.50ms
Decode,1461,3.58ms
Encode,1461,1.06ms
Decode,1461,4.01ms
Decode,1462,4.31ms
Encode,1462,1.04ms
Decode,1462,3.59ms
Decode,1463,4.97ms
Encode,1463,923.21µs
Decode,1463,4.23ms
Decode,1464,3.52ms
Encode,1464,849.46µs
Decode,1464,4.08ms
Decode,1465,3.64ms
Encode,1465,875.33µs
Decode,1465,4.14ms
Decode,1466,4.00ms
Encode,1466,935.71µs
Decode,1466,4.46ms
Decode,1467,3.90ms
Encode,1467,1.00ms
Decode,1467,3.77ms
Decode,1468,4.07ms
Encode,1468,1.06ms
Decode,1468,3.69ms
Decode,1469,4.11ms
Encode,1469,893.00µs
Decode,1469,4.01ms
Decode,1470,4.44ms
Encode,1470,1.01ms
Decode,1470,4.61ms
Decode,1471,3.66ms
Encode,1471,1.02ms
Decode,1471,4.38ms
Decode,1472,4.72ms
Encode,1472,976.79µs
Decode,1472,4.75ms
Decode,1473,3.63ms
Encode,1473,917.00µs
Decode,1473,4.73ms
Decode,1474,3.51ms
Encode,1474,937.21µs
Decode,1474,4.52ms
Decode,1475,4.08ms
Encode,1475,1.32ms
Decode,1475,4.63ms
Decode,1476,4.28ms
Encode,1476,905.63µs
Decode,1476,4.16ms
Decode,1477,4.08ms
Encode,1477,904.96µs
Decode,1477,3.65ms
Decode,1478,4.87ms
Encode,1478,975.46µs
Decode,1478,4.78ms
Decode,1479,4.27ms
Encode,1479,1.23ms
Decode,1479,3.88ms
Decode,1480,4.65ms
Encode,1480,952.04µs
Decode,1480,3.53ms
Decode,1481,4.36ms
Encode,1481,856.83µs
Decode,1481,4.44ms
Decode,1482,4.16ms
Encode,1482,964.00µs
Decode,1482,4.81ms
Decode,1483,4.95ms
Encode,1483,1.04ms
Decode,1483,4.66ms
Decode,1484,4.86ms
Encode,1484,1.03ms
Decode,1484,5.03ms
Decode,1485,4.24ms
Encode,1485,1.24ms
Decode,1485,4.63ms
Decode,1486,4.00ms
Encode,1486,960.29µs
Decode,1486,4.77ms
Decode,1487,4.53ms
Encode,1487,936.79µs
Decode,1487,4.72ms
Decode,1488,3.92ms
Encode,1488,962.54µs
Decode,1488,5.02ms
Decode,1489,4.13ms
Encode,1489,949.71µs
Decode,1489,4.41ms
Decode,1490,4.65ms
Encode,1490,1.08ms
Decode,1490,5.19ms
Decode,1491,3.80ms
Encode,1491,895.29µs
Decode,1491,5.60ms
Decode,1492,4.68ms
Encode,1492,897.88µs
Decode,1492,4.23ms
Decode,1493,3.96ms
Encode,1493,939.38µs
Decode,1493,4.42ms
Decode,1494,4.40ms
Encode,1494,947.67µs
Decode,1494,5.00ms
Decode,1495,4.28ms
Encode,1495,1.05ms
Decode,1495,3.91ms
Decode,1496,4.15ms
Encode,1496,930.58µs
Decode,1496,3.99ms
Decode,1497,3.98ms
Encode,1497,939.17µs
Decode,1497,4.04ms
Decode,1498,3.96ms
Encode,1498,875.88µs
Decode,1498,4.36ms
Decode,1499,3.63ms
Encode,1499,876.58µs
Decode,1499,5.09ms
Decode,1500,4.33ms
Encode,1500,1.07ms
Decode,1500,3.68ms
Decode,1501,4.33ms
Encode,1501,1.16ms
Decode,1501,3.87ms
Decode,1502,4.81ms
Encode,1502,935.88µs
Decode,1502,4.47ms
Decode,1503,3.53ms
Encode,1503,895.58µs
Decode,1503,4.46ms
Decode,1504,3.95ms
Encode,1504,958.58µs
Decode,1504,4.93ms
Decode,1505,4.55ms
Encode,1505,1.07ms
Decode,1505,3.82ms
Decode,1506,4.22ms
Encode,1506,933.71µs
Decode,1506,5.06ms
Decode,1507,4.33ms
Encode,1507,1.27ms
Decode,1507,5.18ms
Decode,1508,5.20ms
Encode,1508,1.12ms
Decode,1508,4.79ms
Decode,1509,4.52ms
Encode,1509,1.04ms
Decode,1509,4.37ms
Decode,1510,4.23ms
Encode,1510,990.21µs
Decode,1510,4.26ms
Decode,1511,4.56ms
Encode,1511,843.83µs
Decode,1511,4.35ms
Decode,1512,3.58ms
Encode,1512,920.00µs
Decode,1512,12.13ms
